id,word,original,addtime,hits,username,sex,country,code,langname,pathmp3,pathogg,num_votes,num_positive_votes,rate
677404,candy,Candy,7/19/2010 19:01,6389,bananaman,m,United Kingdom,en,English,https://apifree.forvo.com/audio/1g1l1n2m2q3o3k3n3p3j1o1k3o2q2o2h263j3k2o242j2k2b3d1f3h3k2d2p3m3d3j39352b2a382b2a2e3d2n2e362a1f1j3m272i1f3q29322j361g3h382c2l2i2o2o2j1l2f232g223a3j333o381h3d312939283m2g352h1t1t_3d3h241l2l1k3c3g1i3c3528323c1p2a3539363j3q211t1t,https://apifree.forvo.com/audio/25233c362p1m3k3d3h1j3j3e2a363n2c292c2l2a1h3q2i3g212a3i2k2m3d2c231g2f2a2p2h31312l3i3n2g3n32343a1i2h292f2g33321b3e3224283k1o3f2n1o2n2c3c1m1g233j38332d3a1l38222n2b3k291b1i253n1t1t_2d2h31252p1h2f26343m31323a1k2l1b35353p2k3a3n1t1t,3,2,1
736955,candy,Candy,8/23/2010 22:36,8079,snowcrocus,f,United States,en,English,https://apifree.forvo.com/audio/1g231j2p331g2k2n2l2j2g262d253i2d1i212g2q2m2g2q3m3p322j2a3b253f2k2b1o2c2q2d1b292n363l2j233m3c372o3l1h3b3c232j3c1f37323e392i3j2o253h3l2436343h3f283f3a1n243d373g2o2c3a3a1p2q211t1t_2f2f2h2g3g1g3g3l3i362o3b2h3o3l2e3l1m3j3l33371t1t,https://apifree.forvo.com/audio/2o3o212k3p1p2e1i2b35313g3j3k2g1l2q2q2m2l3p2p3l1k393l2i2b3536353a3c2n1g2n2l3n351k2i3i1h2h1i1j272f2o1l3e1g292l221n1l2e3m3p3n3i3k361f3i342727273a213j2d27252n2d2h363k361j1n1o3n1t1t_1b3b1m3g39221i3a222c382g362l262p1k32282i3f371t1t,4,4,4
800553,candy,Candy,10/2/2010 14:53,5552,hdo001,f,Australia,en,English,https://apifree.forvo.com/audio/3k2f291g2f3k3o2h3o2f341g27352c3n1j2d271g251g3l2g3m2d1b2c3e2m1i2h1k2o391p22262m1f1j3a1b2j2m2f1g1l1o2a2k2p1l2c2k3c29252q1j26282a331f313g1n1n2j1h263o2o3l25233k1h1l1p1m321m2n3n1t1t_32293f1p3p26262o3l31372e2j3m3f2o2q32321m1h3n1t1t,https://apifree.forvo.com/audio/231o1j2m2j2i393o2g382o1f3p1o243j1f3k2a2p2h1l1i342q1l1j1k2e3k2i1m2g262n1f3m2o31281k242j3n272c1j291n1l2g3d2f272137243o211h382j3f1p3p3a223g3d3m2e2e1h382c273o3l2h2n3d1g262b3b211t1t_1j2m2n3b223c3c2m2o2e211k3l2d3o1f31251k1p25211t1t,0,0,0
813022,candy,Candy,10/9/2010 10:03,5613,Focalist,m,United Kingdom,en,English,https://apifree.forvo.com/audio/2q3p3k3e332c1k1k1m2j3k2n2g1n22342d2d3k1o34313c3i2l3b2n312n1g391k1o213e2i2j2g1b2a363a2f1l1h1f263d3o1o2p1n2f1i272d3o3d2d2b2j33222p223c363f3q2d23382m37263k2e3h3d3g331m3h1p1h371t1t_311j1b2f2n382d25282l3d3o3o291k293k3b2h2d3e3n1t1t,https://apifree.forvo.com/audio/3a3f1m3m36372f2636313i3l25231n1h2a332a2n28343j252e311f3o2k1g2l2i33332f333a1m221o3q311p2k3g262a25343h243p233e2j1i3m2522312d2j2m3k2f1l1g3n2d3e293h263c3k351k2n2p1h1m3l3e1i3h211t1t_292d1k34361b1f281i353c3k38291i322k2e2k2f3p3n1t1t,0,0,0
813100,candy,Candy,10/9/2010 10:46,5611,dangelovich,m,Australia,en,English,https://apifree.forvo.com/audio/1p1b3p251f3i1h1b2m251n2d312h3n1f39373o1o261p3e262j2b2h3m2h2d293q1g3o2535392o2k352h2j3n3c3q1p3k2b2l3g3j3f29272n333f3i2f313k3m3a2k2q3h2d322a3i333m361m2d2j2o222f211p2g1f1i283n1t1t_2i29261f343o2l211l1n3e3i1k1l3p392d3k2p2k2b371t1t,https://apifree.forvo.com/audio/2k2c312832283a312m2h3a1m2n2l1f372a1p2l362a3a3f3l3h1g3p1h3l2b2i3f2o1h211f2g27311f1h3o252639382f3i3c2k1b2q3l2q293c3i35232n3l1p3h3a341n3f2i293g2b2c3o1k3e2j2h2l3d1h381n252a1o2h1t1t_313g232f2g1i1b1f293l1f2f2n2i2o3a1m3g222n2k3n1t1t,0,0,0
1056068,candy,Candy,3/12/2011 11:58,5629,rdbedsole,m,United States,en,English,https://apifree.forvo.com/audio/1p1h3q2e3d3p381f35343e3j1j3627212a2l2a26241g1p1f2i1o2d3d393j3k25221g2j3b3k2j3k3l3o3p3o3l2f2j31283o1j2m1k2421262q3i1g1n25261m1m2p3c2b353m1m292l2k34283j38282e2h3h283j3k2f2f2h1t1t_2139342o3j3l2c2m2d3d3h1f2d3f29262i2q1h3f3f371t1t,https://apifree.forvo.com/audio/3n1l1f1k322k221h1g2a372j3e3l26371m3233371b2g3e2f393e2o2k3b1b362o2e3q3k271f281g3p3k212f3k262q2n252b352q2n1h3o322e3m3a3a22351g1f39352m29231g321g2j281i36253p382g2p213e3k3c3g3n1t1t_2l3o311f3j2b3f3m292n3h1b2p2l3a2f3b3l1i1k3i2h1t1t,0,0,0
1438573,candy,Candy,2/20/2012 13:24,7161,x_WoofyWoo_x,f,United Kingdom,en,English,https://apifree.forvo.com/audio/1j3l2k1o2q1g2p3m2d3a232i3c3j2g3p372p1p2f3a2g1g2b2d1b3a2n3h292f1n29311k1o283l351o27312o323f212b2q273g2j343m1j2d2l29322a1i3f1p21351n1m3k2n1j1f1i3k333g3f1m2m3h242g382c2f1g2b371t1t_3p3i2n3j282c2f253o2123381n3j3n1i2c3g3d3q2b211t1t,https://apifree.forvo.com/audio/3h2i3d2k2b3l383a2j2m3h3i321i3c1n3i2j1g353a32382p2k3e3l32272h1p272m263p2b3j2m1k3m2i3c3n1p1j1o3h2p2m3e331n3h281g222o3k2i1f2m3i3q2c1p2h213a2b2q323j253e1l3h3n3e2o3437261b2g2g371t1t_243l2l311l2a25242a2f222p1o1n1f3j2e2m1i3b2q2h1t1t,4,4,4
1508735,candy,Candy,4/15/2012 0:59,6308,griffeblanche,f,United States,en,English,https://apifree.forvo.com/audio/3o312d233o2n39233m262b3b32322h3g3d3e2p2d3g2c32382l2i3j1j3g2g323e2b2c1p331f2q2n1p2p1l1b2a351k1i2q3l1o223b3n2e3h293q2o232732283a2k1l1k3g3e242k2m1l3q313k1p313k21383g3l2p1o3b211t1t_2g1p391j1i211g222c2g222e3g393k2e22243p213q2h1t1t,https://apifree.forvo.com/audio/3a3b262b3k3k1l2a383o26393f362h213g262n3639363b3e3e282q3a3429213g1k3e261o343g1f3o1b242j1n351p213a3l1o1m1b3g313f2j3o2m2e3m263a29273k1j253e3a1k1g3k1b27392123362b23273k3a3o2l371t1t_3a1k262i3n2o2e3i3g1k1n2p3f1i3e1i2j3e2h1j2o2h1t1t,0,0,0
3083898,candy,Candy,7/17/2014 18:30,49021,wkshimself,m,United States,en,English,https://apifree.forvo.com/audio/312o222q3d1i1o323738312p3o272q3d1f1p3k1l38252o1o2g3k2f23373j35361p3q3b2a312i2l3q383b2237263d3d313c2a292m352c251m3n1g1b3f3c243n2k_382p28232b25283g321i3632322k3m3h292a2j1b1g2h1t1t,https://apifree.forvo.com/audio/3a1m2p32281l2o3n3p2o2g2q23271o3d2b392g3h1f2l23353n1m252f3f22373b292g3o3831282h2q2o1o3n2c3c262m3n233l3f2j2n371h2j2f3h3q2g381m2d3h_2n3d1n3c392e1l3a2e383q3m3p3e2i381o34241i1b371t1t,0,0,0
3084011,candy,Candy,7/17/2014 20:57,49697,kstone11,m,United States,en,English,https://apifree.forvo.com/audio/1h2g2i262h1i2l3j1k2e383f3e332g313q312h2m3o2e3k392q2n1i1o2p1l3q3o2o2l3p381g272626212g3c2i2n3p2f2d2i1n242m2n263n243q2o2j32291h2l1n_2637383j271k2c3h2m1h3d3f323538213b283f253g2h1t1t,https://apifree.forvo.com/audio/1i3j2i353k33373o2d3m3g262m3n3p2e1j3h2d3g2i1h1k2q2l1i1o1g382f2g3c351p24363c3f3c3e2i213e1j3h24232l2o2329343l3b292m313h3j3m25372f3l_3g3l1m1k212q2e2b27373k3i3k3k2e2f3o2h3e2p2q211t1t,2,2,2
3084131,candy,Candy,7/18/2014 7:19,5500,itiwat,f,United States,en,English,https://apifree.forvo.com/audio/261p3121291l3f2d3b1f381n2c2m2n1k2p2m2p1h2q3o382n2f2o2o322j34383m1g1l272h2o292m25372e36352933362m2m3c2d241l2l3g3q2q1g3e3m1b1j253e_2q24211l1f383f3n3b3m1i3k3g3h2m2l1f2k383h3m2h1t1t,https://apifree.forvo.com/audio/2p293a311o232d1g333o3n382l23241k1k3b3p3e2b3l1n3e3b2a3n2i233o2g2a3f3d3b1h2p1f2m39393j381b2b2l3o1l39362h3j321h1g28283p1n3p291l3b1g_3a1m2n331g361i3k272g3j2q3q2f252f2p2j3j1m253n1t1t,0,0,0
5073081,candy,Candy,6/29/2017 12:28,169,nervebrain,m,United States,en,English,https://apifree.forvo.com/audio/223g3q1j3h3n322c3o3m3l3o3h1f211o3p342q3c1g2f3f373m3g3n2i333f1h2q292m281m2h39261b323h1m3i1f37221b323n2d2p2j3b243g2q212e351b3b2a31_39231j2e343335332f1o3523233a2n252o291j34223n1t1t,https://apifree.forvo.com/audio/282q2a313h3e381n333l1b3g2639351h32332g2n2g3o3n3q353k2e263q261g361g3p1l2j2c2k313c1k223f2d3m2a3l39283o293c2n2n2h21392b1l3n2k3c3f1h_38242c31362b291h1j3k211j2d32371m261b3g2p23211t1t,0,0,0
5769285,candy,Candy,7/17/2018 17:29,27,JLearner,f,United States,en,English,https://apifree.forvo.com/audio/3k3f362e232n2f2p241i1g383g1g2j2j3m3h3p2g271i373g1m3d1i2j253c392o3n3d1g1n333p2q2e2d1p1o2k2g3i1n3f2d292k2h2l331k3e3g3h3p2a3n2o1n3h_2e39311h2c2q3p292o3p351f3n353i1i2g3l24213l2h1t1t,https://apifree.forvo.com/audio/2b2n3p2c2h381k1b2i2e3b2j2a2a321j1l2h1k34293c3923282o1g3a222j1i1b1g3238343a293p2f2k3i2g3a222j2g223a3k28393f243d282j27372c3b26242n_2k261p3o3b3k3f1f3k3c1m3237281n2b2j2l1g2i243n1t1t,0,0,0
516544,canterbury,Canterbury,3/19/2010 23:25,7099,Cliff,m,Belgium,en,English,https://apifree.forvo.com/audio/1k2c3d3q3f3l3p271j3c382q2j2o2g3c2h2h1m2m241m3129313n282m3a2g2i2g2g3a36393q311l3h1p2q2p1h2o2i2f3m283o2g2a21341b3e37332f3729243q2g312l2q271f3j3j3139383l291o3h27332p2m2k2924371t1t_2k212q3m1g3k3j3c293a3q1l3b3q223c353n2d323g371t1t,https://apifree.forvo.com/audio/3l252n2q3i293138371m2q2h2k3n352j283f2l2f223b3o1j2c3m1g3c1g2i3j313j2b2n2k1h333j351k1f3b371i3p2b3p2a212c3f393e2c353l3m2134383i2i1o352d3h2n3k3b382e2i1f331n3g2l1k2b37221b232o2h1t1t_2j2l2l1p3f3f1k231n252n1p252c1g2a1f25383n2f2h1t1t,2,2,2
592967,canterbury,Canterbury,5/22/2010 18:08,7841,emsr2d2,f,United Kingdom,en,English,https://apifree.forvo.com/audio/211h3e2m392125393k3p1k1m1h221f251f3h3i3e2a2i2l263b3g231f1h2o1i2a3d372g1g1b3d3m3c24213h3i2q3a353c3k393n222e35283n3f2g3l23363d2g2i372c2b262i3a28282e2q3c3528311f2g2k333k1p39211t1t_381l3p2p2k3b1b2j1j2o3l1h3l263c1l3m3j2i2a2n211t1t,https://apifree.forvo.com/audio/2o1n2n3o3l1b1g3l3p2i2b2f1k2a2c3i24352k2q282a2l1h251n281i3d1g282g3q24263p2q3m1b2c3e3n282q2g222f22373f2h1j2h1h362e3p2q2g382j1o25331b35263g1m293632393o3o1p2b333m2e322l3g1o3e371t1t_311i1b1b25392m1l1h292c3g1g3g2n3a26292o3c23371t1t,6,4,2
1156861,canterbury,Canterbury,5/29/2011 7:49,6962,mmelissa,f,New Zealand,en,English,https://apifree.forvo.com/audio/2q2g2p232a321l311b3c3q331b2i1h2g392o2d2e241b3g3c26212j252i2c2q3p1p2m2j3i1l2d1m2q2k2m2e1m2o2k372j333g24233339371j371o1f212g3i1g1b2l3c3n2426331p2j3m3l373m3b2l2b2l3h2h1m2o2d211t1t_332a3i1k2q2i2a323p1o2d2c2f352j2g37393j1h232h1t1t,https://apifree.forvo.com/audio/2h2k321m1b1n2n222d3l1j2o3n3a1g3q2b2321242i3h272p3p2a2o2n331m3e1g2224382q3b292h273h39293p3q2b3o3q2h1p3o3734283827223c2d1n2f3l383q3q2d2m1g323e1j2h2f313m213h2b3q222o3h2p2i253n1t1t_3i1m3q2g3g3b22361l391g1l322m391h371k2h371j371t1t,3,2,1
1408732,canterbury,Canterbury,1/28/2012 1:24,6292,bananaman,m,United Kingdom,en,English,https://apifree.forvo.com/audio/1k2l322i2m2f2m2l2b1k1p34342o22233p3b2h363k232m3h2k1m212124293c3p2b1m2j1l2m1b2b3e24233e2h3j2d2n212e3k1i3i3i2q3h23391p2b3e3a243m3i2m362g1b3o29373j1n2k3m323d29342n3b1k2a2c3k211t1t_1h2i253m1p31232k1f243h223f271i1p3c242g2o222h1t1t,https://apifree.forvo.com/audio/1h1k2f3o3k3927271l1b3k2n2c332j2n3a2q3h1p3a1m3n22282e2j1j1p221i2b373e2a351l283e3a233n3b3j3l3g2h392k1m272e362g3k1p3d3a3c38373h2q382m3n2l2g2m253f2j1f3f2e1l26223d2k31292o3m352h1t1t_342h332c321h2q353e1m1k342g1o363l223c3d2n2k3n1t1t,0,0,0
1436142,canterbury,Canterbury,2/19/2012 1:28,10419,TopQuark,m,United Kingdom,en,English,https://apifree.forvo.com/audio/1l2d2d392a233k361b3d1h263737283n2k3l3j3a213k3g2p2h3e2c3a273438312l3226323g3p2k2i232d2l323h34262k3d3k2p2d222j2d2i1f393m35292b2a1h3n3f3j323i2k1j3d3o2q3h2h1i312k241o1m2g36213n1t1t_2e1j352m1l1m23243k1m3e392a2b3p3f3f2h3j1m1k3n1t1t,https://apifree.forvo.com/audio/1o223g1b2d1k1b39341o351g2f3f2f2n2d2h2k1p3a2l3q2h2k1o1g1p1i3f3n3k372p1o3i3b282p38343d1l31293b2l271o352f3c2d39392l2q233d1i1b382g1h2m383c1p3o1p2a3p3g1p2f3j3a3b261g1g271n3f1h371t1t_39212n3d3f1k1m363d221l292f2o1i2q28241j2h2c211t1t,5,5,5
1650943,canterbury,Canterbury,7/5/2012 14:12,6332,acjw3,f,United Kingdom,en,English,https://apifree.forvo.com/audio/342g1i3f231b393c1m3m353q2d34293i262b3g1b3h2g3g1p1n3m1n26321b3l1p2e342l3j2e2i1l2m3h353d3d3a382o361h2a3d3g2m3i282c353f2q3d3j1b3a2e293q3o371o2j3n2928292b2a1p3p26211k3f3e2p3c3n1t1t_3j3p3521381b1o2a1o2h383f322l1b1p39393f2h1k211t1t,https://apifree.forvo.com/audio/1l3a3d222l2q272c2b3b3i1n3m1m2g1j2q2q2921292g3d3m2m3e2p3l2o1m2h3m2d3b1m321k1j1g1n342l1j2q3p271l3p3g392e3h2p2h263k2n2c3n1l363b1h243h391p3a1p1l263m2a362b3g1p2q333a3d2p293l2i371t1t_2o34232n351g392i1h2b2d242e2h3m3a1m1p223c2l371t1t,0,0,0
2332590,canterbury,Canterbury,7/29/2013 14:19,6359,loralandy,f,United Kingdom,en,English,https://apifree.forvo.com/audio/3f3c36371l2o3j3f1o3d241n3m3c1h1p1n293k253k2q363h3g311j3n3d1i3k3l29333m2f2f332h3b3c1b27341b3f1k1k3b3q213d263g3c3f24383j371m2b353l_3h1k2i3i2n331p241h1g382k3q2m2q2c2q35361n3g3n1t1t,https://apifree.forvo.com/audio/2j2e3a1i3f28333o3n273l26392j3m24232a1l2b2o222p393q3f321g2k27361n2j2o2q1f2b3l3p1b2l2b3p3g3j243h2m332q25343c3i3l393h272l3l3p1p2535_392o1k361k2j222f2j1m2d273l2d1h383k2q382n1g211t1t,0,0,0
2551127,canterbury,Canterbury,10/24/2013 9:51,6473,googler,m,United Kingdom,en,English,https://apifree.forvo.com/audio/3a2a362d373l2g272a2n3f1n3233311l3d312g2l2l1o2o1o2i2p3o37323j2p24351k1k2q3l1b253a3k1h312o2o1m273j2q253g372d3d2p2c283l1i2l262a3a3o_2f1l3o3431351f2o1f2q2p283l3i1i1p2q3l1p3e273n1t1t,https://apifree.forvo.com/audio/332j3d27342k1l1g222k39361j332c263o1k2d3m1m25342n3a3p3a252f332f2a2a253b222f2k2c3m322m3e2a1k1f1k3m3m213n2f2l3g3l2j1p2n2b32243f3b3q_3g2n2e2939343e29313m313f282b3j252636251i3j3n1t1t,0,0,0
3143048,canterbury,Canterbury,8/18/2014 2:00,60748,SammyBoi89,m,United Kingdom,en,English,https://apifree.forvo.com/audio/312o3f241h2b3j2k3p3d2e2g322o3k313e371b2l1n2p3o2f1m353438212g1i3f1h35313j3p1n3p2n1j2k251f1m3c2d331p1j3h2d311i2f3k2b3f1m2m22242f2j_2p273n1j3h3q23312k3j2n3g343j332k32371h2l3i3n1t1t,https://apifree.forvo.com/audio/1b1l382i293b1n3l1f213n333d2n1l3j2h1h252q3b1f36222e1b231o2d3i352e2a2d2j1o1g1p1n2o3g3636223d1f2o3j3b363p1l1i3f3c251o1k1k3h2n312134_1j391h212c3f32321l363n23282a252b333e2m35322h1t1t,1,1,1
3908542,canterbury,Canterbury,10/8/2015 18:06,6542,JBrenn,m,United States,en,English,https://apifree.forvo.com/audio/373o342k3k342c221m2p2d3l2h2o2f2b3m32242a3f333e2j2l26383q35332c2d1g2k251f3q1h1o3i1f3e2221282j2d2n2733382n3j2o1f2d2o3j3f3f1j1k2k2k_3b3p223e2a321f1l1n222g2a2l3j2h243g1g1k1m3c211t1t,https://apifree.forvo.com/audio/332i3o1k2a3e2j1m3e3k2e3c3q1m1i2p262n3a391i1j3k311i361k1n3829223i1i1i2h3g2l3c2k3m2c3n2q1g3c2k2k3a3j2k373g3o3k2o1h2p213o263k2l253e_382236321n3q393k3i3n3b3d1g392d3g1g21312n3o2h1t1t,0,0,0
3914476,canterbury,Canterbury,10/11/2015 15:53,6269,brikate,f,New Zealand,en,English,https://apifree.forvo.com/audio/2n2h2k1n2a2l242o3p3f322k3j2k2n32272i393e3a3j2k1k34271l361j2d2b1o3p2q2g353i1n262j2k2k3k2o381f242h3e3k1h271b3m1m3m3l1k1i2l2p252f3l_242j2p372i3g29211j2n1g1f1k1j1o3i272j1h3c26371t1t,https://apifree.forvo.com/audio/3d2l3h2421382b33362c2b3d3l34271o3c1i2o1f3p2m2l241b1n24242g1o3o2f1n2p331l3c2o2p3j351k3f2o2g2j321h311b1p3o2q37393k3p392c241j3l3n2d_3h34353h3b3c2b2j3k3d2a31232c262i1k341g3k3k3n1t1t,0,0,0
2210,caribbean,Caribbean,4/4/2008 5:08,3941,tebe,m,United States,en,English,https://apifree.forvo.com/audio/1h3d3m2c2d293c1f2i3n2c2j2q1j3h3o2c2p253f2j3b3h2n2h3k1b1m2l353m1h2d29393j28263h32213g3h3j32283i1h2p1j3f323l211i1f292c322d3h3b1m25_1j3d311k1m3c22212d343c313n34323o1l252e2g1j3n1t1t,https://apifree.forvo.com/audio/3a3k3f2e2q261o2i2h353d3m1g38292g3f293l3k3k1l2m39383d1j3h1n2n32241j383j2d23222d353h243p3p2n321f3c2h3k21282k3i3a2b2f1f313d2d3b3b3k_2b3p1k2f2j3b1m33291o3i2c33332m38341i2n342o2h1t1t,18,12,6
109423,caribbean,Caribbean,1/24/2009 15:20,11256,bluemackerel,f,United Kingdom,en,English,https://apifree.forvo.com/audio/383721373b362n1m391i1b333q1i2m3n3a2i2m2d2p383f3c221j2o3b3f373p1g1f2m2i292i23231b1k273p2k1b3d273m3h333f293a3d2p2o1k1h362m3j2k1b1i3m3a2m2l291h2f2q2q3h38391g34282d3q322o3g2n371t1t_211o1n313g351l1g1n212h3b3h1p262a2l22223p2o2h1t1t,https://apifree.forvo.com/audio/2i3q2l2j3h2a1o1i1b2c3j3p372d3h25233i26271f3i1f37393l3n341o3a261m352b2533283q3n2a243o2n3c332f2b2d3g1j2h2e38352j232j3g2p3h331g252a2n321n372m2i1p2q1f1f2437223n341m3e322q1l1i3n1t1t_3j292q232l1h3j2l2i2i24253g1b3m1l1i3e3f1g352h1t1t,0,0,0
109648,caribbean,Caribbean,1/24/2009 21:13,12196,dman,m,United States,en,English,https://apifree.forvo.com/audio/3i223m3h2i221n3p331i2o221n28383l1g2c3k352123233c2b2c242c3l2j1l262a1l373q2a1b2f252k2b241h3h262b2c311j2o2i3n371k2q281k28211k3a231k2722273m271j2e3o2g2q1k3o311l3p2h381o253h3f211t1t_1n2l2h3j342522343d2a3g3k2a2b1h3g1f372b2n3k2h1t1t,https://apifree.forvo.com/audio/383k3c1n373n3f321b241p2f353k2f2o1g2p373o281j3i1f3c3l3g3n3725271m2n382d361h3a2e2c3c3l393g221k1k1g28222i1n2l1b3p2b383a1h26263i2l1b3m2n2i3229372f3o1n2m332f3h2b28322g373h2f3b211t1t_2c1n3l36352h3j2p2e3i351o292o273i2n1o3d1b2p211t1t,4,3,2
142170,caribbean,Caribbean,3/19/2009 1:04,13453,Rick,m,Barbados,en,English,https://apifree.forvo.com/audio/372h2h2n1k342q3h2132281k2n3a2q3j352f3k3e1o1k1j2m351h3e2a3428251k381i3i312a2f3o1o1p3e242h282g2f3o21371i3i35323h3j2p2d2k1n1j21383e1m323o3i3d2h2p1m3a1m1l2m2b3f372b322f312d26371t1t_1b3b1b2e3d2n2629322f3j29241h2e3j3f231b1b2e371t1t,https://apifree.forvo.com/audio/383q1i3h2g23253o1b3i2431363q353a2638381h2i3i2q3d2g3l223e3f3i23373j2i322h36292q3m3e3832371h351b2f1j3f392l2n3m2c3b1h3p3k293f3k2h2p3632372i1l263a3824212p1o213j2e262k3c291g1f3n1t1t_3g3c332d323p382g3q1m1l243k3e392c1b2m2p2q2k2h1t1t,7,6,5
223776,caribbean,Caribbean,6/12/2009 3:59,11761,palashdave,m,United Kingdom,en,English,https://apifree.forvo.com/audio/2q1f1p3l1o2m3b2e2o1j3k3n323b2k35311k343a26242o371n3l3i1f2k2f3q3k2k37333c1o3l1n2b1h2c2o21212c372g1i3e2g2c3k2g3i2a353i3b1j3l3g2q2p3o3l1i3h3o362p2g2p2n39241f3a1i2b21252l2h23211t1t_2q26381l261h1g3g392d2g282g1h32312e1g35283p371t1t,https://apifree.forvo.com/audio/3f2334313k2l2h2e3k2e1b2l262f2m2h321m32212o3k2g3l242o1m1i3h2g1l3o3f1f2c35371i2i1k373p213m2f2o3i1l3j3m2f2235271l333i323k3g1f3b2f3j3h323j3l3j3d2d1p321l26382l3p1o2i1f212522362h1t1t_393m3k2o3m3c2o1b3j3l2k2n2p3o2l3f281h1m3m3b3n1t1t,4,2,0
316424,caribbean,Caribbean,9/20/2009 0:23,11220,hibbadivaz,f,United Kingdom,en,English,https://apifree.forvo.com/audio/2h383a1p1o252q3h1l2o2o1n2h3n372i1i2i2k1k1p262p3q2l2k3b27393f3d2g1g252d3i3l2l3h3f34213j3h2e262j363n1g3i222q3a3a281f293l1l1g2q2f1h1j1g1f2p273e221f1l3n2g3b2m3n25312h2j2524363n1t1t_3l2h332n2a3h2b1o3i293k3637372b313l3j26241j3n1t1t,https://apifree.forvo.com/audio/393c34313f3n1b2n37223p3o373d2a2h21252a313d26363f3e2f392m2c1m2o342k3p2f311n2k362i3b3a3h1j2n2e212m3f2a262b2c1h373l2a3k333j1j212i2a1p3d312l2c1f283f2c3j3a1f27362q1b333n3p2l253n1t1t_1f243p3q2832271i3o2g26383o241l1n1n343c3c3o2h1t1t,0,0,0
506977,caribbean,Caribbean,3/12/2010 0:58,12307,mooncow,m,United Kingdom,en,English,https://apifree.forvo.com/audio/37392h34293c1f312e1m2g1h2434222f3g2h3p3q3723313e2a362b1k353m1p1k3i243g2q1b3a3c1n333i243a34283p22353q3n231i243l233l1k1p2n3c3n292n3f3h3o382h29223c221g1g332d1p1k32213i3c2p31211t1t_391o3b1k3o2i213n3i1b392e1o2k3n223b3i3a1b1p371t1t,https://apifree.forvo.com/audio/3e3l392h2m3a2e3d2m3d3c1h2b2l2c1g382k383h1g2l272c36212c333q23323h2a1n3p3l2b2n3c3g38361m243n3n2h3c1j3f2p3l3a313g261j3g282p2h313o2e3q1m3n2d3l36262a21282g1g2l343b1j1j27233m2c3n1t1t_1j3p24241l3p2b282e212o2m36241f39273e3d3b3e371t1t,5,4,3
549565,caribbean,Caribbean,4/18/2010 19:36,11240,PaulJWright,m,United Kingdom,en,English,https://apifree.forvo.com/audio/363l3f3e211l3q2a1p3e2h2i3d2q1i2m31273h1o2f1j3c3g3d1o2d2h2q251f2l272g2d2k3i272d312d392c273b2b2a2a3k2l2k1k1n2e2n2n322f3a2l3q1h3b3c1l1j2m3d243c3q3q1f39332h1g3h3i2d1h1i352639371t1t_2n1i3a2q3m2e3j2g3822321b2l1i2l2m3o2o2c2p3n3n1t1t,https://apifree.forvo.com/audio/31311i3d343o1l24262n323c352o2a1m39211f353f2g1b1n23313a1o1k3f353c262b213h1g3534333b2j1i3m3b2o26281o1l1g2o2g3d3k3e2j2j35261k3i3p1h2221292g272k312933261f1j312i363b2c311j2n3g211t1t_2j2f1p3i3822222b3m3p373e2f2g2d392p3e323936371t1t,0,0,0
588151,caribbean,Caribbean,5/19/2010 9:36,12057,Piccadilly,m,United Kingdom,en,English,https://apifree.forvo.com/audio/2p2k3b2i2a243p2k1o231b32331o3528393f2q1p342g3k36242e352n3d3m3i2d392b1n2b282d2a242q2p1n2n3d2e3j262d2o3a231n2q2k35372g3a1b313p1l3a333c3b3k2426243f2b2p3q371m3l2b1k362325322j211t1t_3n2h253b2h1m2j1n313536352n2n2c292n371p3a2i211t1t,https://apifree.forvo.com/audio/1o333731291b2i2k2o393q392e2i3a1n3h26232n3l3p2h3p1g3l2q272h2g2i2q2m3b1h2q3i322j1m313b2h3l2822362o382n2e2m1h233d3c3p3m3o2h2e2c1l3e2f2h2e1h1k232b3b3l1f3f1h312i3j3e381f1b1n38211t1t_2k353h2m232b273b3e221i2l2l3c3o3j2b392i1k223n1t1t,3,2,1
1076717,caribbean,Caribbean,3/27/2011 18:24,11644,rdbedsole,m,United States,en,English,https://apifree.forvo.com/audio/211p3o2k2a2d3d3g352p3d3c1o1i362h1k363336252c2i3h382g3q1p3522263a2o2e3e2a1n3i383q262e2g2j3d281n1m252m263k3a1n2d1f2f2p1b2g3d3q243g3l1h2n312b2h1b1l1l252m3k3d2g2f22363q373c2e211t1t_391j283j371m1n3h2o1i3k273f372a353n3h361m1b211t1t,https://apifree.forvo.com/audio/332p253q26272n2l3p3i2823293l1n2n1j3n36323n3n1g2p3g3c383k3q252d2q3b222c39273623263h382h2a2f3i3j1p1j3m281p2q3m2q2b2q1j3n2l3m2b2q2g363p373f3c352k3p32272l2o1l2423252c1f3o2n3l2h1t1t_3d1f3l353f311m3p242b2l2h2q373a3p1g322n2m2q2h1t1t,2,1,0
